hire_date,emp_no,last_name,first_name,gender,birth_date
2/16/1986,254114,Curless,Dung,F,12/18/1956
2/16/1986,416158,Staelin,Visit,F,10/29/1960
2/16/1986,400704,Krupka,Subhrajyoti,F,1/11/1957
2/16/1986,488589,Farrow,Dietrich,M,12/25/1959
2/16/1986,257212,Stasinski,Troy,F,9/15/1957
2/16/1986,477680,Deyuan,Erzsebet,M,8/10/1962
2/16/1986,209698,Brookman,Kankanahalli,M,10/18/1964
2/16/1986,294371,Douceur,Marla,M,4/6/1957
2/16/1986,103728,Pollock,Valeska,F,8/8/1960
2/16/1986,427948,Khalil,Uriel,M,3/13/1954
2/16/1986,290893,Rassart,Valdiodio,F,7/28/1952
2/16/1986,78371,Coors,Zito,M,6/28/1964
2/16/1986,91160,Masada,Arif,F,9/1/1963
2/16/1986,52561,Dehkordi,Rafael,M,1/26/1962
2/16/1986,479913,Mellouli,Takushi,F,1/30/1959
2/16/1986,225393,Nitsch,Boalin,F,4/24/1962
2/16/1986,210222,Lichtner,Yoshinari,M,5/10/1961
2/16/1986,261532,Merro,Vatsa,M,6/20/1955
2/16/1986,280259,Milicic,Hugo,M,5/21/1963
2/16/1986,446939,Pocchiola,Arno,M,12/19/1958
2/16/1986,499410,Benzaken,Sailaja,M,8/31/1955
2/16/1986,455561,Schusler,Matt,F,7/12/1960
2/16/1986,31770,Couchot,Weiyi,F,7/13/1953
2/16/1986,23034,Rosca,Josyula,F,12/28/1954
2/16/1986,489228,Biros,Akemi,F,9/11/1957
2/16/1986,481269,Openshaw,Stepehn,M,2/7/1954
2/16/1986,238013,Vecchi,Lalit,M,10/29/1962
2/16/1986,263140,Iisaku,Abdulla,M,9/5/1955
2/16/1986,56418,Ritcey,Yannis,M,2/20/1958
2/16/1986,472102,Redmiles,Gil,M,1/27/1955
2/16/1986,443551,Pulkowski,Matk,M,8/27/1957
2/16/1986,92423,Schonegge,Brigham,F,8/4/1964
2/16/1986,230028,Vernadat,Zsolt,M,4/29/1954
2/16/1986,430237,Falster,Huican,M,9/8/1953
2/16/1986,228508,Nyrup,Tesuro,M,11/19/1964
2/16/1986,428781,Melichar,Kayoko,M,10/29/1956
2/16/1986,218039,Hettesheimer,Jeanne,M,5/8/1957
2/16/1986,276501,Erev,Dulce,F,5/28/1964
2/16/1986,236313,McClurg,Mansur,M,3/19/1956
2/16/1986,261456,Perelgut,Idoia,F,6/14/1955
2/16/1986,456735,Butterworth,Shuichi,M,1/4/1958
2/16/1986,19361,Kruskal,Chenye,F,2/25/1962
2/16/1986,107453,Melter,Tran,M,7/30/1958
2/16/1986,92646,Fadgyas,Xianlong,F,4/24/1952
2/16/1986,39941,Tanemo,Gino,M,9/27/1955
2/16/1986,268480,Kropf,Apostol,M,12/8/1953
2/16/1986,79592,Pauthner,Geoff,M,7/11/1961
2/16/1986,101934,Rosin,Roselyn,M,10/24/1954
2/16/1986,481750,Lieberherr,Zvonko,F,3/6/1953
2/16/1986,420963,Schnabel,Leaf,F,5/7/1954
2/16/1986,418642,DeMori,Hatsukazu,M,2/20/1962
2/16/1986,464549,Pelc,Make,M,12/12/1954
2/16/1986,63724,Sidou,Kensei,F,10/23/1963
2/16/1986,442547,Khasidashvili,Zijian,M,5/1/1957
2/16/1986,222085,Staelin,Peternela,M,12/6/1952
2/16/1986,290093,Riesenhuber,Martijn,M,5/27/1961
2/16/1986,224820,Plesums,Shalesh,F,5/22/1954
2/16/1986,207586,Murillo,Basil,M,4/17/1964
2/16/1986,487584,Bednarek,Rasiah,M,6/22/1963
2/16/1986,26606,Wolniewicz,Sedat,M,11/17/1959
2/16/1986,275132,Ramamoorthy,Reinhard,F,3/18/1958
2/16/1986,259385,Itzfeldt,Jaana,F,10/15/1962
2/16/1986,476090,Liedekerke,Mariusz,M,7/21/1961
2/16/1986,466362,Joslin,Oldrich,M,11/19/1961
2/16/1986,63382,Heyers,Lunjin,F,9/15/1956
2/16/1986,281361,Hooghiemstra,Frederique,M,3/31/1956
2/16/1986,402064,Erie,Remmert,F,4/18/1952
2/16/1986,448169,Lorho,Jungsoon,M,6/15/1961
2/16/1986,477919,Schmittgen,Zsolt,F,6/11/1964
2/16/1986,228191,Luders,Tsutomu,F,11/1/1960
2/16/1986,84562,Jansch,Badri,F,7/16/1961
2/16/1986,497329,Brlek,Clyde,M,12/10/1964
2/16/1986,423321,Ranta,Sugwoo,F,4/14/1961
2/16/1986,99090,Streit,Adhemar,M,3/13/1961
2/16/1986,231052,Prenel,Frederique,M,6/5/1957
2/16/1986,437470,Bouloucos,Rasiah,F,6/13/1953
2/16/1986,223078,Vieri,Georg,F,8/11/1955
2/16/1986,496889,Fairtlough,Shuzo,M,4/4/1961
2/16/1986,58010,Broder,Gennady,M,9/28/1952
2/16/1986,244885,Chinin,Jackson,M,9/8/1958
2/16/1986,96780,Heuter,Olivera,M,9/30/1954
2/16/1986,495884,Kragelund,Moto,M,2/25/1955
2/16/1986,244176,Raney,Valdiodio,M,5/16/1963
2/16/1986,441109,Lukaszewicz,Lenore,F,10/28/1960
2/16/1986,474055,Conia,Gen,F,1/25/1961
2/16/1986,272739,Narahari,Basil,M,4/7/1963
2/16/1986,69767,Glowinski,Nakhoon,F,5/24/1955
2/17/1986,87752,Hasenauer,Yurii,F,4/6/1953
2/17/1986,272251,Grospietsch,Larisa,M,9/14/1955
2/17/1986,272345,Kusakabe,Kwangjo,M,9/28/1960
2/17/1986,10584,Papastamatiou,Mana,M,7/12/1961
2/17/1986,270369,Slobodova,Baruch,M,6/10/1964
2/17/1986,11093,Kitai,Licheng,F,11/11/1959
2/17/1986,12019,Ossenbruggen,Mads,M,9/5/1962
2/17/1986,268985,Sichman,Unal,M,3/7/1952
2/17/1986,275338,Rajaraman,Chinya,M,4/3/1963
2/17/1986,497627,Anick,Heping,F,1/18/1961
2/17/1986,496261,Narlikar,Constantino,M,12/2/1963
2/17/1986,265194,Menhardt,Shahar,F,7/28/1955
2/17/1986,265130,Peac,Wuxu,M,4/12/1957
2/17/1986,280928,Lenart,Yunming,F,12/26/1964
2/17/1986,492571,Rahimi,Hugh,F,7/2/1962
2/17/1986,282688,Zwicker,Stevo,F,9/21/1960
2/17/1986,285872,Litecky,Kristinn,M,3/29/1956
2/17/1986,286998,Nourani,Monique,M,4/26/1961
2/17/1986,25663,Morris,Garnet,M,4/3/1957
2/17/1986,287478,Feldmann,Arno,F,2/1/1957
2/17/1986,287879,Einsfeld,Satosi,F,6/17/1964
2/17/1986,288559,Rijsenbrij,Franziska,M,2/9/1962
2/17/1986,288700,Auria,Junichi,M,10/21/1956
2/17/1986,486555,Jonsson,Jacqueline,M,10/27/1964
2/17/1986,247594,Showalter,Paraskevi,M,9/10/1952
2/17/1986,485162,Manderick,Ekawit,F,8/10/1955
2/17/1986,247023,Perry,Masami,M,9/22/1953
2/17/1986,247020,Rusterholz,Shiv,M,7/10/1962
2/17/1986,292636,Sabnani,Kiam,F,9/12/1956
2/17/1986,244059,Kalloufi,Phuoc,M,6/22/1954
2/17/1986,243617,Taubenfeld,Gully,M,4/10/1957
2/17/1986,482583,Wielonsky,Danil,F,4/5/1953
2/17/1986,241891,Ladret,Zvonko,F,6/3/1959
2/17/1986,294517,Selenyi,Weiwu,M,12/27/1962
2/17/1986,295828,Paciorek,Abdelwaheb,M,10/15/1960
2/17/1986,237606,Mellouli,Trygve,F,9/4/1956
2/17/1986,234880,Luders,Mack,M,7/12/1963
2/17/1986,234829,Pintelas,Gopalakrishnan,F,6/28/1953
2/17/1986,234117,Giarratana,Bilhanan,M,5/13/1964
2/17/1986,43458,Schwaller,Djelloul,M,11/11/1959
2/17/1986,475746,Tsunoo,Tze,M,3/13/1954
2/17/1986,230420,Rosin,Quingbo,F,1/15/1956
2/17/1986,475241,Garnick,Mayuri,M,2/8/1954
2/17/1986,45170,Rissanen,Irena,M,1/31/1953
2/17/1986,45290,Varman,Thanasis,F,1/8/1954
2/17/1986,228690,DuBourdieux,Constantine,M,7/3/1955
2/17/1986,46141,Nollmann,Sven,M,10/20/1955
2/17/1986,227079,Litzler,Serif,F,6/19/1964
2/17/1986,227068,Sewelson,Marko,M,10/17/1957
2/17/1986,226626,Escriba,Reuven,F,3/28/1959
2/17/1986,407920,Leijenhorst,Quingbo,M,1/16/1962
2/17/1986,408061,Penz,Roddy,M,3/17/1957
2/17/1986,224785,Beetstra,Yaghout,F,2/20/1953
2/17/1986,50497,Yetim,Zsolt,F,2/29/1964
2/17/1986,223714,Gulik,Christoph,M,4/11/1957
2/17/1986,470859,Adachi,Serif,F,3/22/1963
2/17/1986,219963,Papadias,Ramzi,M,6/15/1960
2/17/1986,54620,Speckmann,Marie,F,3/18/1957
2/17/1986,468829,Unni,Rimli,M,4/7/1960
2/17/1986,55164,Ranta,Ramya,M,8/12/1960
2/17/1986,217088,Rosaz,Marsja,F,3/16/1963
2/17/1986,215990,Khasidashvili,Wojceich,M,12/13/1956
2/17/1986,214413,Goodrum,Sungwon,M,3/21/1960
2/17/1986,466175,Facello,Zejun,F,5/19/1958
2/17/1986,465936,Roison,Yongqiao,M,9/5/1954
2/17/1986,59146,Kalloufi,Mahendra,M,7/3/1952
2/17/1986,465356,Rajaraman,Apostol,M,1/4/1958
2/17/1986,212567,Veeraraghavan,Marjo,M,11/29/1953
2/17/1986,59826,Frolund,Martien,M,8/22/1952
2/17/1986,211868,Maliniak,Xiaocheng,M,2/14/1961
2/17/1986,211830,Grospietsch,Sandeepan,F,4/19/1953
2/17/1986,419252,Segond,Mohamadou,F,12/9/1952
2/17/1986,419828,Skogmar,Nectarios,F,9/8/1952
2/17/1986,61550,dAstous,Jeanna,M,10/29/1956
2/17/1986,210420,Alameldin,Shrikanth,M,3/8/1960
2/17/1986,206209,Braccini,Tianruo,M,7/7/1959
2/17/1986,460980,Gischer,Susumu,F,1/7/1959
2/17/1986,423420,Melton,Paris,M,6/22/1962
2/17/1986,204471,Maginnis,Franziska,F,1/27/1965
2/17/1986,66086,Salvesen,Sverrir,M,10/8/1953
2/17/1986,203295,Isaac,Horward,M,10/13/1959
2/17/1986,424781,Cannata,Moriyoshi,M,2/13/1958
2/17/1986,424950,Mundy,Yuchang,M,7/22/1954
2/17/1986,68054,Haddadi,Premal,M,8/20/1959
2/17/1986,201008,Hiraishi,Marie,M,1/7/1956
2/17/1986,457806,Improta,Hyuckchul,M,8/16/1956
2/17/1986,109488,Pettit,Tetsurou,M,8/28/1963
2/17/1986,70668,Krone,Masako,M,8/28/1963
2/17/1986,456600,Bahr,Berhard,M,3/19/1955
2/17/1986,108047,Antonakopoulos,Taizo,F,2/19/1957
2/17/1986,71282,DasSarma,Jongsuk,M,8/30/1956
2/17/1986,72299,Schoegge,Khalil,F,2/18/1957
2/17/1986,429440,Crabtree,Van,M,1/8/1962
2/17/1986,454580,Ruther,Leon,M,4/4/1953
2/17/1986,105205,Gronowski,Nahum,F,4/28/1956
2/17/1986,73868,Goodrum,Moon,M,7/29/1952
2/17/1986,104621,Holburn,Vivian,M,12/6/1964
2/17/1986,431969,Maksimenko,Uriel,F,10/23/1954
2/17/1986,432189,Badr,Mihalis,F,10/18/1964
2/17/1986,433960,Kruskal,Utpal,F,5/27/1956
2/17/1986,451273,Pepe,Marc,F,11/25/1952
2/17/1986,99695,Parhami,Aloys,M,5/7/1962
2/17/1986,434986,Ranum,Hercules,M,11/8/1963
2/17/1986,98123,Bazelow,Boriana,M,4/29/1960
2/17/1986,436646,Rotem,Dante,M,3/25/1952
2/17/1986,437425,Bardell,Ennio,M,5/10/1952
2/17/1986,94638,Uhrig,Otilia,M,6/10/1958
2/17/1986,438249,Bressoud,Irena,M,1/10/1961
2/17/1986,439057,Cooley,Dietrich,F,2/21/1962
2/17/1986,446982,Siegrist,Ipke,M,5/13/1955
2/17/1986,446715,Perez,Byong,F,3/13/1960
2/17/1986,446083,Chiodo,Subir,F,4/14/1955
2/17/1986,440496,Masaki,Zhigen,M,2/27/1957
2/17/1986,86533,Zykh,Seongbae,F,8/30/1956
2/17/1986,89594,Hatcliff,Nigel,M,8/22/1956
2/17/1986,89580,Weiland,Yolla,M,8/2/1958
2/17/1986,442550,Vadhan,Adib,M,6/6/1953
2/18/1986,64843,Czaja,Mingdong,M,12/30/1956
2/18/1986,481379,Suppi,Yifei,M,12/12/1960
2/18/1986,439005,Gecsei,Palash,F,8/20/1964
2/18/1986,440995,Menhoudj,Henk,F,9/6/1954
2/18/1986,433142,Bernardeschi,Abdelghani,M,11/23/1958
2/18/1986,69544,Falster,Flemming,M,2/21/1954
2/18/1986,266646,Cesareni,Remmert,F,5/25/1964
2/18/1986,286672,Peha,Amstein,F,1/11/1957
2/18/1986,212670,Iacovou,Eran,M,4/3/1954
2/18/1986,477728,Waterhouse,Lalit,F,11/7/1962
2/18/1986,28478,Simmen,Chiradeep,M,11/15/1953
2/18/1986,427589,DasSarma,Baocai,F,9/3/1959
2/18/1986,491006,Luon,Greger,F,5/1/1956
2/18/1986,496394,Schrooten,Sergi,M,8/20/1955
2/18/1986,76104,Garrabrants,TRUE,M,5/25/1955
2/18/1986,449637,Isard,Candida,M,3/20/1964
2/18/1986,273270,Strehl,Tomokazu,M,10/12/1959
2/18/1986,460645,Iisaka,Yakichi,M,9/29/1962
2/18/1986,54199,Menhoudj,Anneke,F,1/27/1957
2/18/1986,204925,Lagarias,Danny,M,10/28/1952
2/18/1986,441163,Turnbull,Shunichi,M,6/22/1953
2/18/1986,219046,Birsak,Insup,M,2/4/1952
2/18/1986,78300,Erdmenger,Piyush,M,9/17/1957
2/18/1986,424925,Warwick,JoAnne,M,11/11/1958
2/18/1986,460853,Stasinski,Guther,M,9/23/1952
2/18/1986,287066,Nitsch,Shaowen,M,12/8/1955
2/18/1986,266444,Wiegley,Godehard,F,9/2/1963
2/18/1986,435454,Brickell,Mohd,F,8/30/1960
2/18/1986,286132,Suermann,Wonhee,F,1/18/1958
2/18/1986,437401,Rabehasaina,Supot,M,7/14/1957
2/18/1986,267678,Coney,Nalini,F,9/28/1962
2/18/1986,466232,Cappelletti,Frazer,M,7/15/1964
2/18/1986,237775,Fadgyas,Nevin,F,11/7/1961
2/18/1986,298235,Benveniste,Stein,M,7/20/1962
2/18/1986,18982,Orsini,Arup,F,5/1/1961
2/18/1986,434451,Mitchem,Weiyi,M,11/20/1958
2/18/1986,478590,Pezzoli,Saeed,F,10/19/1959
2/18/1986,296597,Gajiwala,Qiwen,M,11/5/1961
2/18/1986,451198,Krone,Saeed,F,4/6/1956
2/18/1986,73947,Maierhofer,Gian,F,7/10/1962
2/18/1986,267853,Barvinok,Jinpo,M,6/21/1962
2/18/1986,239475,Decaestecker,Godehard,M,11/23/1959
2/18/1986,50649,Rijsenbrij,Chenxi,M,5/22/1955
2/18/1986,494868,Masamoto,Munir,M,5/16/1956
2/18/1986,225352,Botman,Poornachandra,F,10/11/1961
2/18/1986,217401,Miyakawa,Rildo,F,3/30/1962
2/18/1986,230763,Radivojevic,Sudhanshu,F,11/12/1963
2/18/1986,266159,Uludag,Navid,M,7/28/1953
2/18/1986,416789,Bottner,Leen,F,4/4/1955
2/18/1986,292295,Anick,Uli,M,8/6/1960
2/18/1986,24675,Vieri,Arumugam,F,10/6/1964
2/18/1986,278992,Clouatre,Gunilla,M,9/9/1953
2/18/1986,455897,Fujisaki,Marit,F,9/15/1962
2/18/1986,23546,Ozery,Shim,M,4/17/1956
2/18/1986,208923,Veldwijk,Margo,M,5/25/1956
2/18/1986,205944,Nitsch,Kwangho,M,3/21/1953
2/18/1986,463624,Peron,Itzchak,F,5/20/1956
2/18/1986,463889,Greenaway,Abdulla,M,2/13/1957
2/18/1986,107687,Bottner,Alper,M,5/13/1955
2/18/1986,485203,Sooriamurthi,Sumali,F,2/23/1958
2/18/1986,251078,Berstel,Maren,F,4/24/1964
2/18/1986,71339,Matzov,Mariusz,M,10/10/1960
2/18/1986,83182,Wielonsky,Kousuke,F,5/19/1964
2/18/1986,293752,Bail,Jungsoon,F,1/4/1965
2/18/1986,88091,Mondadori,Karsten,F,7/5/1958
2/18/1986,492006,Gornas,Francesca,F,2/14/1952
2/18/1986,458442,Gadepally,Nectarios,F,5/11/1957
2/18/1986,429843,Lortz,Chirstian,F,9/27/1954
2/18/1986,290740,Lamma,Baocai,M,12/25/1956
2/18/1986,462552,Michaels,Hironobu,F,9/5/1953
2/18/1986,103469,Kalafatis,Christoper,F,8/15/1954
2/18/1986,22987,Pehl,Jeanna,M,3/31/1953
2/18/1986,411124,Iwayama,Manohar,F,4/16/1957
2/18/1986,200920,Nitto,Ung,F,4/29/1960
2/18/1986,83123,Randt,Aemilian,F,2/8/1953
2/18/1986,456590,Bodoff,Nigel,F,7/4/1962
2/18/1986,36008,Weiland,Danae,M,3/11/1956
2/18/1986,237382,Staylopatis,Qunsheng,F,7/1/1962
2/18/1986,81509,Trachtenberg,Munehiko,F,6/22/1952
2/18/1986,226032,Vernadat,Sadegh,F,11/14/1955
2/18/1986,432253,Hiroyama,Theron,F,8/21/1964
2/18/1986,218441,Lundstrom,Yechezkel,M,10/7/1953
2/18/1986,430450,Sommer,Ymte,F,8/30/1960
2/18/1986,497430,Schach,Jianhui,F,1/2/1961
2/18/1986,35758,Hambrick,Kwee,M,2/14/1964
2/18/1986,432388,Assaf,Visit,F,5/30/1962
2/18/1986,266012,Vieri,Satosi,F,3/26/1955
2/18/1986,284598,Schapire,Mohd,F,8/22/1958
2/18/1986,70519,Aingworth,Mohammad,M,5/12/1952
2/18/1986,59117,Kobuchi,Akhilish,F,3/11/1964
2/18/1986,69111,Fujisawa,Flemming,F,11/17/1958
2/18/1986,82970,Servieres,Qiwen,M,6/18/1955
2/18/1986,267090,Burnard,Mohan,F,11/1/1964
2/18/1986,240858,Staelin,Masadi,M,5/7/1962
2/18/1986,248687,Zuberek,Parviz,M,12/30/1959
2/18/1986,283632,Bade,Pascal,M,1/18/1964
2/18/1986,93447,Standera,Gregory,F,6/2/1955
2/18/1986,219715,Taneja,Persi,M,9/5/1962
2/19/1986,91815,Massonet,Moon,M,9/16/1962
2/19/1986,224997,Coors,Sailaja,M,7/31/1953
2/19/1986,488523,Genin,Kamran,F,10/18/1952
2/19/1986,280698,Provine,Aimee,M,3/1/1963
2/19/1986,252118,Mitsuhashi,Yahiko,M,10/12/1954
2/19/1986,411302,Negoita,George,F,10/21/1954
2/19/1986,274761,Milicia,Jianwen,M,6/15/1952
2/19/1986,409154,Engberts,Dung,M,11/13/1958
2/19/1986,408580,Kading,Herb,F,7/19/1956
2/19/1986,457810,Morrin,Berna,F,4/30/1964
2/19/1986,403727,Delgrande,Waiman,M,3/9/1953
2/19/1986,50665,Hatcliff,Vishwani,F,4/8/1956
2/19/1986,39643,Langford,Olivera,F,12/6/1962
2/19/1986,471056,Poupard,Parto,M,2/23/1963
2/19/1986,407966,Ruemmler,Deniz,F,4/27/1961
2/19/1986,287437,Salinas,Kristinn,F,6/3/1953
2/19/1986,252822,Gammage,Gou,M,8/11/1955
2/19/1986,93881,Rothenberg,Eckart,F,10/1/1964
2/19/1986,467924,Bellone,Atreye,M,7/1/1960
2/19/1986,480270,Fabrizio,Kersti,M,12/7/1956
2/19/1986,44474,Kavraki,Shuzo,M,5/6/1957
2/19/1986,420867,Gopalakrishnan,Mart,M,10/23/1957
2/19/1986,426437,Lanphier,Isamu,F,1/13/1954
2/19/1986,74684,Bernatsky,Oguz,M,12/12/1955
2/19/1986,29518,Maquelin,Lucien,F,9/9/1953
2/19/1986,57317,Dulay,Patricio,F,11/16/1956
2/19/1986,42259,Hofting,Petter,M,5/24/1961
2/19/1986,229164,Papastamatiou,Lena,M,4/18/1954
2/19/1986,13363,Straney,Temple,M,1/26/1959
2/19/1986,56684,Yoshizawa,Qiwen,F,5/14/1955
2/19/1986,224595,Langford,Menkae,F,3/23/1952
2/19/1986,201928,Suppi,Vincent,M,7/29/1962
2/19/1986,83290,Kornyak,Toong,F,6/10/1959
2/19/1986,405937,Melichar,Sumant,F,2/24/1957
2/19/1986,453071,Peek,Kristen,F,10/11/1963
2/19/1986,77201,Butner,Kiyotoshi,M,5/12/1952
2/19/1986,82291,Maquelin,Brigham,F,5/1/1962
2/19/1986,295962,Baumann,Bartek,M,8/19/1964
2/19/1986,407323,Candan,Adil,M,9/4/1961
2/19/1986,33855,Rathonyi,Ronnie,F,1/7/1961
2/19/1986,88334,Decaestecker,Gererd,F,1/19/1961
2/19/1986,54658,Babu,Huai,M,12/23/1959
2/19/1986,55423,Kobuchi,Xiaobin,M,11/26/1958
2/19/1986,241079,Haldar,Stella,M,1/9/1959
2/19/1986,245143,Kranzdorf,Lidong,F,9/19/1952
2/19/1986,283760,Welham,Fusako,M,8/4/1961
2/19/1986,231278,Papadias,LiMin,M,8/8/1952
2/19/1986,95757,Busillo,Luerbio,M,9/11/1961
2/19/1986,427767,Picci,Kien,M,9/17/1961
2/19/1986,109557,DuBourdieux,Junsik,M,10/8/1959
2/19/1986,57217,Sommer,Freyja,M,7/1/1954
2/19/1986,254038,Ernst,Angus,F,10/15/1953
2/19/1986,102030,Wixon,Lijia,M,8/16/1957
2/19/1986,41325,Bierbaum,Deniz,M,11/24/1961
2/19/1986,44835,Kropp,Menkae,M,9/23/1957
2/19/1986,74270,Vieri,Janche,F,11/20/1956
2/19/1986,473379,Callaway,Avishai,F,11/26/1954
2/19/1986,84204,Lanteri,Christoph,F,2/23/1958
2/19/1986,249604,Soicher,Boguslaw,M,11/17/1964
2/19/1986,457499,Erva,Noritoshi,M,11/25/1959
2/19/1986,483999,Barvinok,Jouko,M,10/26/1952
2/19/1986,232316,Swan,Suvo,M,10/23/1961
2/19/1986,424036,Garnick,Subhrajyoti,M,3/27/1958
2/19/1986,95779,Perz,Yannik,M,5/20/1959
2/19/1986,78742,Perko,Dannz,M,7/20/1961
2/19/1986,457194,Welham,Zhigen,M,3/13/1959
2/19/1986,78346,Baer,Gilbert,F,6/4/1959
2/19/1986,411044,Varley,Przemyslawa,F,4/22/1960
2/19/1986,480771,Iwayama,Jasminko,M,11/13/1952
2/19/1986,218184,Kawashimo,Eberhardt,M,8/13/1957
2/19/1986,428008,Fasbender,Gao,F,1/1/1962
2/19/1986,496693,Ermel,Troy,F,12/10/1964
2/19/1986,25370,Puoti,Jagoda,M,2/10/1954
2/19/1986,484542,Shumilov,Aamod,F,5/10/1959
2/19/1986,27801,Danecki,Naraig,F,12/23/1953
2/19/1986,268490,Couchot,Jaber,F,1/6/1961
2/19/1986,73259,Bail,Jinya,F,4/19/1959
2/19/1986,85853,Zhiwei,Toshimitsu,F,9/21/1957
2/19/1986,80913,Delgrande,Yongdong,F,1/20/1964
2/19/1986,202677,Decaestecker,LiMin,F,4/8/1955
2/19/1986,282152,Lenart,Zine,M,4/25/1961
2/19/1986,423878,Berendt,Xiaoqiang,F,11/11/1957
2/19/1986,410307,Simmen,Aleksander,F,3/10/1952
2/19/1986,263868,Koprowski,Chinhyun,M,2/15/1953
2/19/1986,445621,Impagliazzo,Shmuel,M,2/12/1954
2/19/1986,76528,Panangaden,Serap,F,12/7/1964
2/19/1986,95633,Alvarado,Zhenbing,M,4/28/1960
2/19/1986,411196,Pehl,Ortrud,M,5/28/1959
2/19/1986,62045,Bouloucos,Xinglin,M,1/4/1959
2/19/1986,448631,Demke,Arnd,M,5/28/1962
2/19/1986,229621,Gimbel,Arnd,M,9/21/1957
2/19/1986,218397,Azulay,Jingling,F,4/16/1959
2/20/1986,23191,Werthner,Christ,M,2/11/1963
2/20/1986,422339,Alblas,Houman,M,7/31/1964
2/20/1986,491412,Pettit,Chuanyi,F,11/26/1954
2/20/1986,486572,Tyugu,Tianruo,M,11/22/1952
2/20/1986,97032,Meriste,Froduald,M,6/5/1960
2/20/1986,280955,Anido,Mona,M,10/17/1955
2/20/1986,454149,Ramaiah,Ferdinand,M,1/28/1962
2/20/1986,269221,Collette,Luise,F,4/11/1956
2/20/1986,459804,Tokunaga,Arra,M,12/30/1958
2/20/1986,268481,Menhardt,Xianlong,F,3/3/1956
2/20/1986,222099,Mitsuhashi,KayLiang,M,6/1/1961
2/20/1986,214125,Hainaut,Atreye,M,12/16/1961
2/20/1986,465880,Wolniewicz,Khoa,M,8/16/1952
2/20/1986,496618,Chenney,Denny,M,9/12/1961
2/20/1986,97123,Suppi,Basim,F,9/4/1954
2/20/1986,62632,Chiola,Piyawadee,M,6/20/1955
2/20/1986,93156,Besselaar,Hirochika,F,5/7/1959
2/20/1986,240567,Vidal,Moto,M,1/21/1961
2/20/1986,227801,Brobst,Valery,M,3/28/1953
2/20/1986,243437,Plump,Masasuke,M,1/13/1960
2/20/1986,294514,Scharstein,Kwangyoen,M,12/10/1952
2/20/1986,456508,Georg,Martina,M,11/12/1957
2/20/1986,453944,Angiulli,Uma,M,3/9/1955
2/20/1986,19293,Frezza,Elvia,M,11/24/1954
2/20/1986,475939,Delgrange,Masaki,M,3/31/1958
2/20/1986,28269,Ghazalie,Mariangiola,F,2/13/1962
2/20/1986,219202,Boudaillier,Goetz,M,12/3/1959
2/20/1986,104701,Lunt,Nahum,F,2/22/1962
2/20/1986,43518,Srimani,Genki,F,4/24/1958
2/20/1986,32777,Fortenbacher,Manu,F,11/21/1957
2/20/1986,54781,Leaver,Chinho,F,9/19/1956
2/20/1986,476249,Conta,Vishwani,F,6/30/1957
2/20/1986,225242,Weiland,Ute,F,9/22/1953
2/20/1986,71108,Haumacher,Shigehito,M,9/30/1957
2/20/1986,221487,Kambil,Rutger,M,4/28/1955
2/20/1986,20710,Sidhu,Xiaoshan,M,11/12/1956
2/20/1986,11747,Kossowski,Aksel,M,11/27/1953
2/20/1986,67194,Smeets,Vishwani,M,2/27/1960
2/20/1986,246717,Benzmuller,Sham,M,6/20/1954
2/20/1986,455502,Gomatam,Gina,F,6/13/1957
2/20/1986,251938,Potthoff,Bouchung,F,10/24/1953
2/20/1986,233633,Kusalik,Masami,M,12/10/1957
2/20/1986,221328,Adachi,Kerhong,M,4/23/1960
2/20/1986,66276,Itzigehl,Brigham,M,1/13/1956
2/20/1986,46790,Lowrie,Filipe,F,1/30/1961
2/20/1986,75097,Wroclawski,Wayne,F,10/17/1964
2/20/1986,408885,Bellone,Dulce,M,5/13/1952
2/20/1986,242770,Peroz,Abdelwaheb,M,9/29/1964
2/20/1986,108179,Crelier,Constantijn,M,4/23/1955
2/20/1986,490657,Tokunaga,Pranas,M,8/15/1963
2/20/1986,245701,Rosis,Henk,F,7/27/1963
2/20/1986,455642,Brandsma,Yuchang,M,7/23/1952
2/20/1986,463506,Furudate,Kazuhiko,M,12/9/1952
2/20/1986,19279,Eickenmeyer,Goo,F,11/9/1957
2/20/1986,407887,Alpin,Shahar,M,12/31/1958
2/20/1986,470729,Eastman,Mikhail,F,6/25/1957
2/20/1986,65790,Aloisi,Hatsukazu,F,1/8/1960
2/20/1986,424646,Bottner,Mayuri,M,8/20/1962
2/20/1986,478430,Samarati,Weicheng,M,5/30/1953
2/20/1986,23691,Stille,Satoru,M,11/15/1953
2/20/1986,57337,Rabehasaina,Vasiliy,M,7/17/1954
2/20/1986,80692,Haumacher,Arno,M,2/13/1957
2/20/1986,223007,Basart,Chuanyi,M,3/18/1964
2/20/1986,99557,Fordan,Arlette,F,1/14/1953
2/20/1986,435065,Denna,Roddy,M,6/27/1954
2/20/1986,261143,Mansanne,Reinhard,M,11/8/1955
2/20/1986,98855,Avouris,Chirstian,M,3/1/1960
2/20/1986,410292,Ambroszkiewicz,Sadun,F,6/20/1959
2/20/1986,269423,Kolinko,Sajjad,F,3/14/1953
2/20/1986,485384,Katzenelson,Masako,M,2/16/1959
2/20/1986,238940,Hemaspaandra,Mikhail,M,12/30/1962
2/20/1986,292598,Litecky,Hiroyasu,F,2/8/1953
